,actor,gender,emotion,path
0,1,male,neutral,data/Actor_01/03-01-01-01-01-01-01.wav
1,1,male,neutral,data/Actor_01/03-01-01-01-01-02-01.wav
2,1,male,neutral,data/Actor_01/03-01-01-01-02-01-01.wav
3,1,male,neutral,data/Actor_01/03-01-01-01-02-02-01.wav
4,1,male,calm,data/Actor_01/03-01-02-01-01-01-01.wav
5,1,male,calm,data/Actor_01/03-01-02-01-01-02-01.wav
6,1,male,calm,data/Actor_01/03-01-02-01-02-01-01.wav
7,1,male,calm,data/Actor_01/03-01-02-01-02-02-01.wav
8,1,male,calm,data/Actor_01/03-01-02-02-01-01-01.wav
9,1,male,calm,data/Actor_01/03-01-02-02-01-02-01.wav
10,1,male,calm,data/Actor_01/03-01-02-02-02-01-01.wav
11,1,male,calm,data/Actor_01/03-01-02-02-02-02-01.wav
12,1,male,happy,data/Actor_01/03-01-03-01-01-01-01.wav
13,1,male,happy,data/Actor_01/03-01-03-01-01-02-01.wav
14,1,male,happy,data/Actor_01/03-01-03-01-02-01-01.wav
15,1,male,happy,data/Actor_01/03-01-03-01-02-02-01.wav
16,1,male,happy,data/Actor_01/03-01-03-02-01-01-01.wav
17,1,male,happy,data/Actor_01/03-01-03-02-01-02-01.wav
18,1,male,happy,data/Actor_01/03-01-03-02-02-01-01.wav
19,1,male,happy,data/Actor_01/03-01-03-02-02-02-01.wav
20,1,male,sad,data/Actor_01/03-01-04-01-01-01-01.wav
21,1,male,sad,data/Actor_01/03-01-04-01-01-02-01.wav
22,1,male,sad,data/Actor_01/03-01-04-01-02-01-01.wav
23,1,male,sad,data/Actor_01/03-01-04-01-02-02-01.wav
24,1,male,sad,data/Actor_01/03-01-04-02-01-01-01.wav
25,1,male,sad,data/Actor_01/03-01-04-02-01-02-01.wav
26,1,male,sad,data/Actor_01/03-01-04-02-02-01-01.wav
27,1,male,sad,data/Actor_01/03-01-04-02-02-02-01.wav
28,1,male,angry,data/Actor_01/03-01-05-01-01-01-01.wav
29,1,male,angry,data/Actor_01/03-01-05-01-01-02-01.wav
30,1,male,angry,data/Actor_01/03-01-05-01-02-01-01.wav
31,1,male,angry,data/Actor_01/03-01-05-01-02-02-01.wav
32,1,male,angry,data/Actor_01/03-01-05-02-01-01-01.wav
33,1,male,angry,data/Actor_01/03-01-05-02-01-02-01.wav
34,1,male,angry,data/Actor_01/03-01-05-02-02-01-01.wav
35,1,male,angry,data/Actor_01/03-01-05-02-02-02-01.wav
36,1,male,fearful,data/Actor_01/03-01-06-01-01-01-01.wav
37,1,male,fearful,data/Actor_01/03-01-06-01-01-02-01.wav
38,1,male,fearful,data/Actor_01/03-01-06-01-02-01-01.wav
39,1,male,fearful,data/Actor_01/03-01-06-01-02-02-01.wav
40,1,male,fearful,data/Actor_01/03-01-06-02-01-01-01.wav
41,1,male,fearful,data/Actor_01/03-01-06-02-01-02-01.wav
42,1,male,fearful,data/Actor_01/03-01-06-02-02-01-01.wav
43,1,male,fearful,data/Actor_01/03-01-06-02-02-02-01.wav
44,1,male,disgust,data/Actor_01/03-01-07-01-01-01-01.wav
45,1,male,disgust,data/Actor_01/03-01-07-01-01-02-01.wav
46,1,male,disgust,data/Actor_01/03-01-07-01-02-01-01.wav
47,1,male,disgust,data/Actor_01/03-01-07-01-02-02-01.wav
48,1,male,disgust,data/Actor_01/03-01-07-02-01-01-01.wav
49,1,male,disgust,data/Actor_01/03-01-07-02-01-02-01.wav
50,1,male,disgust,data/Actor_01/03-01-07-02-02-01-01.wav
51,1,male,disgust,data/Actor_01/03-01-07-02-02-02-01.wav
52,1,male,surprised,data/Actor_01/03-01-08-01-01-01-01.wav
53,1,male,surprised,data/Actor_01/03-01-08-01-01-02-01.wav
54,1,male,surprised,data/Actor_01/03-01-08-01-02-01-01.wav
55,1,male,surprised,data/Actor_01/03-01-08-01-02-02-01.wav
56,1,male,surprised,data/Actor_01/03-01-08-02-01-01-01.wav
57,1,male,surprised,data/Actor_01/03-01-08-02-01-02-01.wav
58,1,male,surprised,data/Actor_01/03-01-08-02-02-01-01.wav
59,1,male,surprised,data/Actor_01/03-01-08-02-02-02-01.wav
60,2,female,neutral,data/Actor_02/03-01-01-01-01-01-02.wav
61,2,female,neutral,data/Actor_02/03-01-01-01-01-02-02.wav
62,2,female,neutral,data/Actor_02/03-01-01-01-02-01-02.wav
63,2,female,neutral,data/Actor_02/03-01-01-01-02-02-02.wav
64,2,female,calm,data/Actor_02/03-01-02-01-01-01-02.wav
65,2,female,calm,data/Actor_02/03-01-02-01-01-02-02.wav
66,2,female,calm,data/Actor_02/03-01-02-01-02-01-02.wav
67,2,female,calm,data/Actor_02/03-01-02-01-02-02-02.wav
68,2,female,calm,data/Actor_02/03-01-02-02-01-01-02.wav
69,2,female,calm,data/Actor_02/03-01-02-02-01-02-02.wav
70,2,female,calm,data/Actor_02/03-01-02-02-02-01-02.wav
71,2,female,calm,data/Actor_02/03-01-02-02-02-02-02.wav
72,2,female,happy,data/Actor_02/03-01-03-01-01-01-02.wav
73,2,female,happy,data/Actor_02/03-01-03-01-01-02-02.wav
74,2,female,happy,data/Actor_02/03-01-03-01-02-01-02.wav
75,2,female,happy,data/Actor_02/03-01-03-01-02-02-02.wav
76,2,female,happy,data/Actor_02/03-01-03-02-01-01-02.wav
77,2,female,happy,data/Actor_02/03-01-03-02-01-02-02.wav
78,2,female,happy,data/Actor_02/03-01-03-02-02-01-02.wav
79,2,female,happy,data/Actor_02/03-01-03-02-02-02-02.wav
80,2,female,sad,data/Actor_02/03-01-04-01-01-01-02.wav
81,2,female,sad,data/Actor_02/03-01-04-01-01-02-02.wav
82,2,female,sad,data/Actor_02/03-01-04-01-02-01-02.wav
83,2,female,sad,data/Actor_02/03-01-04-01-02-02-02.wav
84,2,female,sad,data/Actor_02/03-01-04-02-01-01-02.wav
85,2,female,sad,data/Actor_02/03-01-04-02-01-02-02.wav
86,2,female,sad,data/Actor_02/03-01-04-02-02-01-02.wav
87,2,female,sad,data/Actor_02/03-01-04-02-02-02-02.wav
88,2,female,angry,data/Actor_02/03-01-05-01-01-01-02.wav
89,2,female,angry,data/Actor_02/03-01-05-01-01-02-02.wav
90,2,female,angry,data/Actor_02/03-01-05-01-02-01-02.wav
91,2,female,angry,data/Actor_02/03-01-05-01-02-02-02.wav
92,2,female,angry,data/Actor_02/03-01-05-02-01-01-02.wav
93,2,female,angry,data/Actor_02/03-01-05-02-01-02-02.wav
94,2,female,angry,data/Actor_02/03-01-05-02-02-01-02.wav
95,2,female,angry,data/Actor_02/03-01-05-02-02-02-02.wav
96,2,female,fearful,data/Actor_02/03-01-06-01-01-01-02.wav
97,2,female,fearful,data/Actor_02/03-01-06-01-01-02-02.wav
98,2,female,fearful,data/Actor_02/03-01-06-01-02-01-02.wav
99,2,female,fearful,data/Actor_02/03-01-06-01-02-02-02.wav
100,2,female,fearful,data/Actor_02/03-01-06-02-01-01-02.wav
101,2,female,fearful,data/Actor_02/03-01-06-02-01-02-02.wav
102,2,female,fearful,data/Actor_02/03-01-06-02-02-01-02.wav
103,2,female,fearful,data/Actor_02/03-01-06-02-02-02-02.wav
104,2,female,disgust,data/Actor_02/03-01-07-01-01-01-02.wav
105,2,female,disgust,data/Actor_02/03-01-07-01-01-02-02.wav
106,2,female,disgust,data/Actor_02/03-01-07-01-02-01-02.wav
107,2,female,disgust,data/Actor_02/03-01-07-01-02-02-02.wav
108,2,female,disgust,data/Actor_02/03-01-07-02-01-01-02.wav
109,2,female,disgust,data/Actor_02/03-01-07-02-01-02-02.wav
110,2,female,disgust,data/Actor_02/03-01-07-02-02-01-02.wav
111,2,female,disgust,data/Actor_02/03-01-07-02-02-02-02.wav
112,2,female,surprised,data/Actor_02/03-01-08-01-01-01-02.wav
113,2,female,surprised,data/Actor_02/03-01-08-01-01-02-02.wav
114,2,female,surprised,data/Actor_02/03-01-08-01-02-01-02.wav
115,2,female,surprised,data/Actor_02/03-01-08-01-02-02-02.wav
116,2,female,surprised,data/Actor_02/03-01-08-02-01-01-02.wav
117,2,female,surprised,data/Actor_02/03-01-08-02-01-02-02.wav
118,2,female,surprised,data/Actor_02/03-01-08-02-02-01-02.wav
119,2,female,surprised,data/Actor_02/03-01-08-02-02-02-02.wav
120,3,male,neutral,data/Actor_03/03-01-01-01-01-01-03.wav
121,3,male,neutral,data/Actor_03/03-01-01-01-01-02-03.wav
122,3,male,neutral,data/Actor_03/03-01-01-01-02-01-03.wav
123,3,male,neutral,data/Actor_03/03-01-01-01-02-02-03.wav
124,3,male,calm,data/Actor_03/03-01-02-01-01-01-03.wav
125,3,male,calm,data/Actor_03/03-01-02-01-01-02-03.wav
126,3,male,calm,data/Actor_03/03-01-02-01-02-01-03.wav
127,3,male,calm,data/Actor_03/03-01-02-01-02-02-03.wav
128,3,male,calm,data/Actor_03/03-01-02-02-01-01-03.wav
129,3,male,calm,data/Actor_03/03-01-02-02-01-02-03.wav
130,3,male,calm,data/Actor_03/03-01-02-02-02-01-03.wav
131,3,male,calm,data/Actor_03/03-01-02-02-02-02-03.wav
132,3,male,happy,data/Actor_03/03-01-03-01-01-01-03.wav
133,3,male,happy,data/Actor_03/03-01-03-01-01-02-03.wav
134,3,male,happy,data/Actor_03/03-01-03-01-02-01-03.wav
135,3,male,happy,data/Actor_03/03-01-03-01-02-02-03.wav
136,3,male,happy,data/Actor_03/03-01-03-02-01-01-03.wav
137,3,male,happy,data/Actor_03/03-01-03-02-01-02-03.wav
138,3,male,happy,data/Actor_03/03-01-03-02-02-01-03.wav
139,3,male,happy,data/Actor_03/03-01-03-02-02-02-03.wav
140,3,male,sad,data/Actor_03/03-01-04-01-01-01-03.wav
141,3,male,sad,data/Actor_03/03-01-04-01-01-02-03.wav
142,3,male,sad,data/Actor_03/03-01-04-01-02-01-03.wav
143,3,male,sad,data/Actor_03/03-01-04-01-02-02-03.wav
144,3,male,sad,data/Actor_03/03-01-04-02-01-01-03.wav
145,3,male,sad,data/Actor_03/03-01-04-02-01-02-03.wav
146,3,male,sad,data/Actor_03/03-01-04-02-02-01-03.wav
147,3,male,sad,data/Actor_03/03-01-04-02-02-02-03.wav
148,3,male,angry,data/Actor_03/03-01-05-01-01-01-03.wav
149,3,male,angry,data/Actor_03/03-01-05-01-01-02-03.wav
150,3,male,angry,data/Actor_03/03-01-05-01-02-01-03.wav
151,3,male,angry,data/Actor_03/03-01-05-01-02-02-03.wav
152,3,male,angry,data/Actor_03/03-01-05-02-01-01-03.wav
153,3,male,angry,data/Actor_03/03-01-05-02-01-02-03.wav
154,3,male,angry,data/Actor_03/03-01-05-02-02-01-03.wav
155,3,male,angry,data/Actor_03/03-01-05-02-02-02-03.wav
156,3,male,fearful,data/Actor_03/03-01-06-01-01-01-03.wav
157,3,male,fearful,data/Actor_03/03-01-06-01-01-02-03.wav
158,3,male,fearful,data/Actor_03/03-01-06-01-02-01-03.wav
159,3,male,fearful,data/Actor_03/03-01-06-01-02-02-03.wav
160,3,male,fearful,data/Actor_03/03-01-06-02-01-01-03.wav
161,3,male,fearful,data/Actor_03/03-01-06-02-01-02-03.wav
162,3,male,fearful,data/Actor_03/03-01-06-02-02-01-03.wav
163,3,male,fearful,data/Actor_03/03-01-06-02-02-02-03.wav
164,3,male,disgust,data/Actor_03/03-01-07-01-01-01-03.wav
165,3,male,disgust,data/Actor_03/03-01-07-01-01-02-03.wav
166,3,male,disgust,data/Actor_03/03-01-07-01-02-01-03.wav
167,3,male,disgust,data/Actor_03/03-01-07-01-02-02-03.wav
168,3,male,disgust,data/Actor_03/03-01-07-02-01-01-03.wav
169,3,male,disgust,data/Actor_03/03-01-07-02-01-02-03.wav
170,3,male,disgust,data/Actor_03/03-01-07-02-02-01-03.wav
171,3,male,disgust,data/Actor_03/03-01-07-02-02-02-03.wav
172,3,male,surprised,data/Actor_03/03-01-08-01-01-01-03.wav
173,3,male,surprised,data/Actor_03/03-01-08-01-01-02-03.wav
174,3,male,surprised,data/Actor_03/03-01-08-01-02-01-03.wav
175,3,male,surprised,data/Actor_03/03-01-08-01-02-02-03.wav
176,3,male,surprised,data/Actor_03/03-01-08-02-01-01-03.wav
177,3,male,surprised,data/Actor_03/03-01-08-02-01-02-03.wav
178,3,male,surprised,data/Actor_03/03-01-08-02-02-01-03.wav
179,3,male,surprised,data/Actor_03/03-01-08-02-02-02-03.wav
180,4,female,neutral,data/Actor_04/03-01-01-01-01-01-04.wav
181,4,female,neutral,data/Actor_04/03-01-01-01-01-02-04.wav
182,4,female,neutral,data/Actor_04/03-01-01-01-02-01-04.wav
183,4,female,neutral,data/Actor_04/03-01-01-01-02-02-04.wav
184,4,female,calm,data/Actor_04/03-01-02-01-01-01-04.wav
185,4,female,calm,data/Actor_04/03-01-02-01-01-02-04.wav
186,4,female,calm,data/Actor_04/03-01-02-01-02-01-04.wav
187,4,female,calm,data/Actor_04/03-01-02-01-02-02-04.wav
188,4,female,calm,data/Actor_04/03-01-02-02-01-01-04.wav
189,4,female,calm,data/Actor_04/03-01-02-02-01-02-04.wav
190,4,female,calm,data/Actor_04/03-01-02-02-02-01-04.wav
191,4,female,calm,data/Actor_04/03-01-02-02-02-02-04.wav
192,4,female,happy,data/Actor_04/03-01-03-01-01-01-04.wav
193,4,female,happy,data/Actor_04/03-01-03-01-01-02-04.wav
194,4,female,happy,data/Actor_04/03-01-03-01-02-01-04.wav
195,4,female,happy,data/Actor_04/03-01-03-01-02-02-04.wav
196,4,female,happy,data/Actor_04/03-01-03-02-01-01-04.wav
197,4,female,happy,data/Actor_04/03-01-03-02-01-02-04.wav
198,4,female,happy,data/Actor_04/03-01-03-02-02-01-04.wav
199,4,female,happy,data/Actor_04/03-01-03-02-02-02-04.wav
200,4,female,sad,data/Actor_04/03-01-04-01-01-01-04.wav
201,4,female,sad,data/Actor_04/03-01-04-01-01-02-04.wav
202,4,female,sad,data/Actor_04/03-01-04-01-02-01-04.wav
203,4,female,sad,data/Actor_04/03-01-04-01-02-02-04.wav
204,4,female,sad,data/Actor_04/03-01-04-02-01-01-04.wav
205,4,female,sad,data/Actor_04/03-01-04-02-01-02-04.wav
206,4,female,sad,data/Actor_04/03-01-04-02-02-01-04.wav
207,4,female,sad,data/Actor_04/03-01-04-02-02-02-04.wav
208,4,female,angry,data/Actor_04/03-01-05-01-01-01-04.wav
209,4,female,angry,data/Actor_04/03-01-05-01-01-02-04.wav
210,4,female,angry,data/Actor_04/03-01-05-01-02-01-04.wav
211,4,female,angry,data/Actor_04/03-01-05-01-02-02-04.wav
212,4,female,angry,data/Actor_04/03-01-05-02-01-01-04.wav
213,4,female,angry,data/Actor_04/03-01-05-02-01-02-04.wav
214,4,female,angry,data/Actor_04/03-01-05-02-02-01-04.wav
215,4,female,angry,data/Actor_04/03-01-05-02-02-02-04.wav
216,4,female,fearful,data/Actor_04/03-01-06-01-01-01-04.wav
217,4,female,fearful,data/Actor_04/03-01-06-01-01-02-04.wav
218,4,female,fearful,data/Actor_04/03-01-06-01-02-01-04.wav
219,4,female,fearful,data/Actor_04/03-01-06-01-02-02-04.wav
220,4,female,fearful,data/Actor_04/03-01-06-02-01-01-04.wav
221,4,female,fearful,data/Actor_04/03-01-06-02-01-02-04.wav
222,4,female,fearful,data/Actor_04/03-01-06-02-02-01-04.wav
223,4,female,fearful,data/Actor_04/03-01-06-02-02-02-04.wav
224,4,female,disgust,data/Actor_04/03-01-07-01-01-01-04.wav
225,4,female,disgust,data/Actor_04/03-01-07-01-01-02-04.wav
226,4,female,disgust,data/Actor_04/03-01-07-01-02-01-04.wav
227,4,female,disgust,data/Actor_04/03-01-07-01-02-02-04.wav
228,4,female,disgust,data/Actor_04/03-01-07-02-01-01-04.wav
229,4,female,disgust,data/Actor_04/03-01-07-02-01-02-04.wav
230,4,female,disgust,data/Actor_04/03-01-07-02-02-01-04.wav
231,4,female,disgust,data/Actor_04/03-01-07-02-02-02-04.wav
232,4,female,surprised,data/Actor_04/03-01-08-01-01-01-04.wav
233,4,female,surprised,data/Actor_04/03-01-08-01-01-02-04.wav
234,4,female,surprised,data/Actor_04/03-01-08-01-02-01-04.wav
235,4,female,surprised,data/Actor_04/03-01-08-01-02-02-04.wav
236,4,female,surprised,data/Actor_04/03-01-08-02-01-01-04.wav
237,4,female,surprised,data/Actor_04/03-01-08-02-01-02-04.wav
238,4,female,surprised,data/Actor_04/03-01-08-02-02-01-04.wav
239,4,female,surprised,data/Actor_04/03-01-08-02-02-02-04.wav
240,5,male,neutral,data/Actor_05/03-01-01-01-01-01-05.wav
241,5,male,neutral,data/Actor_05/03-01-01-01-01-02-05.wav
242,5,male,neutral,data/Actor_05/03-01-01-01-02-01-05.wav
243,5,male,neutral,data/Actor_05/03-01-01-01-02-02-05.wav
244,5,male,calm,data/Actor_05/03-01-02-01-01-01-05.wav
245,5,male,calm,data/Actor_05/03-01-02-01-01-02-05.wav
246,5,male,calm,data/Actor_05/03-01-02-01-02-01-05.wav
247,5,male,calm,data/Actor_05/03-01-02-01-02-02-05.wav
248,5,male,calm,data/Actor_05/03-01-02-02-01-01-05.wav
249,5,male,calm,data/Actor_05/03-01-02-02-01-02-05.wav
250,5,male,calm,data/Actor_05/03-01-02-02-02-01-05.wav
251,5,male,calm,data/Actor_05/03-01-02-02-02-02-05.wav
252,5,male,happy,data/Actor_05/03-01-03-01-01-01-05.wav
253,5,male,happy,data/Actor_05/03-01-03-01-01-02-05.wav
254,5,male,happy,data/Actor_05/03-01-03-01-02-01-05.wav
255,5,male,happy,data/Actor_05/03-01-03-01-02-02-05.wav
256,5,male,happy,data/Actor_05/03-01-03-02-01-01-05.wav
257,5,male,happy,data/Actor_05/03-01-03-02-01-02-05.wav
258,5,male,happy,data/Actor_05/03-01-03-02-02-01-05.wav
259,5,male,happy,data/Actor_05/03-01-03-02-02-02-05.wav
260,5,male,sad,data/Actor_05/03-01-04-01-01-01-05.wav
261,5,male,sad,data/Actor_05/03-01-04-01-01-02-05.wav
262,5,male,sad,data/Actor_05/03-01-04-01-02-01-05.wav
263,5,male,sad,data/Actor_05/03-01-04-01-02-02-05.wav
264,5,male,sad,data/Actor_05/03-01-04-02-01-01-05.wav
265,5,male,sad,data/Actor_05/03-01-04-02-01-02-05.wav
266,5,male,sad,data/Actor_05/03-01-04-02-02-01-05.wav
267,5,male,sad,data/Actor_05/03-01-04-02-02-02-05.wav
268,5,male,angry,data/Actor_05/03-01-05-01-01-01-05.wav
269,5,male,angry,data/Actor_05/03-01-05-01-01-02-05.wav
270,5,male,angry,data/Actor_05/03-01-05-01-02-01-05.wav
271,5,male,angry,data/Actor_05/03-01-05-01-02-02-05.wav
272,5,male,angry,data/Actor_05/03-01-05-02-01-01-05.wav
273,5,male,angry,data/Actor_05/03-01-05-02-01-02-05.wav
274,5,male,angry,data/Actor_05/03-01-05-02-02-01-05.wav
275,5,male,angry,data/Actor_05/03-01-05-02-02-02-05.wav
276,5,male,fearful,data/Actor_05/03-01-06-01-01-01-05.wav
277,5,male,fearful,data/Actor_05/03-01-06-01-01-02-05.wav
278,5,male,fearful,data/Actor_05/03-01-06-01-02-01-05.wav
279,5,male,fearful,data/Actor_05/03-01-06-01-02-02-05.wav
280,5,male,fearful,data/Actor_05/03-01-06-02-01-01-05.wav
281,5,male,fearful,data/Actor_05/03-01-06-02-01-02-05.wav
282,5,male,fearful,data/Actor_05/03-01-06-02-02-01-05.wav
283,5,male,fearful,data/Actor_05/03-01-06-02-02-02-05.wav
284,5,male,disgust,data/Actor_05/03-01-07-01-01-01-05.wav
285,5,male,disgust,data/Actor_05/03-01-07-01-01-02-05.wav
286,5,male,disgust,data/Actor_05/03-01-07-01-02-01-05.wav
287,5,male,disgust,data/Actor_05/03-01-07-01-02-02-05.wav
288,5,male,disgust,data/Actor_05/03-01-07-02-01-01-05.wav
289,5,male,disgust,data/Actor_05/03-01-07-02-01-02-05.wav
290,5,male,disgust,data/Actor_05/03-01-07-02-02-01-05.wav
291,5,male,disgust,data/Actor_05/03-01-07-02-02-02-05.wav
292,5,male,surprised,data/Actor_05/03-01-08-01-01-01-05.wav
293,5,male,surprised,data/Actor_05/03-01-08-01-01-02-05.wav
294,5,male,surprised,data/Actor_05/03-01-08-01-02-01-05.wav
295,5,male,surprised,data/Actor_05/03-01-08-01-02-02-05.wav
296,5,male,surprised,data/Actor_05/03-01-08-02-01-01-05.wav
297,5,male,surprised,data/Actor_05/03-01-08-02-01-02-05.wav
298,5,male,surprised,data/Actor_05/03-01-08-02-02-01-05.wav
299,5,male,surprised,data/Actor_05/03-01-08-02-02-02-05.wav
300,6,female,neutral,data/Actor_06/03-01-01-01-01-01-06.wav
301,6,female,neutral,data/Actor_06/03-01-01-01-01-02-06.wav
302,6,female,neutral,data/Actor_06/03-01-01-01-02-01-06.wav
303,6,female,neutral,data/Actor_06/03-01-01-01-02-02-06.wav
304,6,female,calm,data/Actor_06/03-01-02-01-01-01-06.wav
305,6,female,calm,data/Actor_06/03-01-02-01-01-02-06.wav
306,6,female,calm,data/Actor_06/03-01-02-01-02-01-06.wav
307,6,female,calm,data/Actor_06/03-01-02-01-02-02-06.wav
308,6,female,calm,data/Actor_06/03-01-02-02-01-01-06.wav
309,6,female,calm,data/Actor_06/03-01-02-02-01-02-06.wav
310,6,female,calm,data/Actor_06/03-01-02-02-02-01-06.wav
311,6,female,calm,data/Actor_06/03-01-02-02-02-02-06.wav
312,6,female,happy,data/Actor_06/03-01-03-01-01-01-06.wav
313,6,female,happy,data/Actor_06/03-01-03-01-01-02-06.wav
314,6,female,happy,data/Actor_06/03-01-03-01-02-01-06.wav
315,6,female,happy,data/Actor_06/03-01-03-01-02-02-06.wav
316,6,female,happy,data/Actor_06/03-01-03-02-01-01-06.wav
317,6,female,happy,data/Actor_06/03-01-03-02-01-02-06.wav
318,6,female,happy,data/Actor_06/03-01-03-02-02-01-06.wav
319,6,female,happy,data/Actor_06/03-01-03-02-02-02-06.wav
320,6,female,sad,data/Actor_06/03-01-04-01-01-01-06.wav
321,6,female,sad,data/Actor_06/03-01-04-01-01-02-06.wav
322,6,female,sad,data/Actor_06/03-01-04-01-02-01-06.wav
323,6,female,sad,data/Actor_06/03-01-04-01-02-02-06.wav
324,6,female,sad,data/Actor_06/03-01-04-02-01-01-06.wav
325,6,female,sad,data/Actor_06/03-01-04-02-01-02-06.wav
326,6,female,sad,data/Actor_06/03-01-04-02-02-01-06.wav
327,6,female,sad,data/Actor_06/03-01-04-02-02-02-06.wav
328,6,female,angry,data/Actor_06/03-01-05-01-01-01-06.wav
329,6,female,angry,data/Actor_06/03-01-05-01-01-02-06.wav
330,6,female,angry,data/Actor_06/03-01-05-01-02-01-06.wav
331,6,female,angry,data/Actor_06/03-01-05-01-02-02-06.wav
332,6,female,angry,data/Actor_06/03-01-05-02-01-01-06.wav
333,6,female,angry,data/Actor_06/03-01-05-02-01-02-06.wav
334,6,female,angry,data/Actor_06/03-01-05-02-02-01-06.wav
335,6,female,angry,data/Actor_06/03-01-05-02-02-02-06.wav
336,6,female,fearful,data/Actor_06/03-01-06-01-01-01-06.wav
337,6,female,fearful,data/Actor_06/03-01-06-01-01-02-06.wav
338,6,female,fearful,data/Actor_06/03-01-06-01-02-01-06.wav
339,6,female,fearful,data/Actor_06/03-01-06-01-02-02-06.wav
340,6,female,fearful,data/Actor_06/03-01-06-02-01-01-06.wav
341,6,female,fearful,data/Actor_06/03-01-06-02-01-02-06.wav
342,6,female,fearful,data/Actor_06/03-01-06-02-02-01-06.wav
343,6,female,fearful,data/Actor_06/03-01-06-02-02-02-06.wav
344,6,female,disgust,data/Actor_06/03-01-07-01-01-01-06.wav
345,6,female,disgust,data/Actor_06/03-01-07-01-01-02-06.wav
346,6,female,disgust,data/Actor_06/03-01-07-01-02-01-06.wav
347,6,female,disgust,data/Actor_06/03-01-07-01-02-02-06.wav
348,6,female,disgust,data/Actor_06/03-01-07-02-01-01-06.wav
349,6,female,disgust,data/Actor_06/03-01-07-02-01-02-06.wav
350,6,female,disgust,data/Actor_06/03-01-07-02-02-01-06.wav
351,6,female,disgust,data/Actor_06/03-01-07-02-02-02-06.wav
352,6,female,surprised,data/Actor_06/03-01-08-01-01-01-06.wav
353,6,female,surprised,data/Actor_06/03-01-08-01-01-02-06.wav
354,6,female,surprised,data/Actor_06/03-01-08-01-02-01-06.wav
355,6,female,surprised,data/Actor_06/03-01-08-01-02-02-06.wav
356,6,female,surprised,data/Actor_06/03-01-08-02-01-01-06.wav
357,6,female,surprised,data/Actor_06/03-01-08-02-01-02-06.wav
358,6,female,surprised,data/Actor_06/03-01-08-02-02-01-06.wav
359,6,female,surprised,data/Actor_06/03-01-08-02-02-02-06.wav
360,7,male,neutral,data/Actor_07/03-01-01-01-01-01-07.wav
361,7,male,neutral,data/Actor_07/03-01-01-01-01-02-07.wav
362,7,male,neutral,data/Actor_07/03-01-01-01-02-01-07.wav
363,7,male,neutral,data/Actor_07/03-01-01-01-02-02-07.wav
364,7,male,calm,data/Actor_07/03-01-02-01-01-01-07.wav
365,7,male,calm,data/Actor_07/03-01-02-01-01-02-07.wav
366,7,male,calm,data/Actor_07/03-01-02-01-02-01-07.wav
